1.064986e+07 1.584893e+08
1.027351e+07 1.600742e+08
9.910459e+06 1.616750e+08
9.560239e+06 1.632917e+08
9.222396e+06 1.649246e+08
8.896491e+06 1.665739e+08
8.429101e+06 1.682396e+08
8.131230e+06 1.699220e+08
7.843886e+06 1.716212e+08
7.566695e+06 1.733374e+08
7.299301e+06 1.750708e+08
7.041355e+06 1.768215e+08
6.671427e+06 1.785897e+08
6.435670e+06 1.803756e+08
6.208244e+06 1.821794e+08
5.988854e+06 1.840012e+08
5.674221e+06 1.858412e+08
5.473703e+06 1.876996e+08
5.280271e+06 1.895766e+08
5.002865e+06 1.914724e+08
4.826071e+06 1.933871e+08
4.655526e+06 1.953210e+08
4.410941e+06 1.972742e+08
4.255066e+06 1.992469e+08
4.104698e+06 2.012394e+08
3.889052e+06 2.032518e+08
3.751619e+06 2.052843e+08
3.554522e+06 2.073371e+08
3.428911e+06 2.094105e+08
3.307739e+06 2.115046e+08
3.133962e+06 2.136197e+08
3.023213e+06 2.157559e+08
2.864384e+06 2.179134e+08
2.763161e+06 2.200925e+08
2.665516e+06 2.222935e+08
2.525479e+06 2.245164e+08
2.436233e+06 2.267616e+08
2.308242e+06 2.290292e+08
2.226672e+06 2.313195e+08
2.147985e+06 2.336327e+08
2.035137e+06 2.359690e+08
1.963219e+06 2.383287e+08
1.893842e+06 2.407120e+08
1.794346e+06 2.431191e+08
1.730937e+06 2.455503e+08
1.669768e+06 2.480058e+08
1.582045e+06 2.504858e+08
1.526138e+06 2.529907e+08
1.472207e+06 2.555206e+08
1.394862e+06 2.580758e+08
1.345570e+06 2.606566e+08
1.298020e+06 2.632631e+08
1.252150e+06 2.658958e+08
1.186366e+06 2.685547e+08
1.144442e+06 2.712403e+08
1.103999e+06 2.739527e+08
1.064986e+06 2.766922e+08
1.027351e+06 2.794591e+08
9.910459e+05 2.822537e+08
9.389798e+05 2.850763e+08
9.057978e+05 2.879270e+08
8.737883e+05 2.908063e+08
8.429101e+05 2.937144e+08
8.131230e+05 2.966515e+08
7.843886e+05 2.996180e+08
7.566695e+05 3.026142e+08
7.299301e+05 3.056403e+08
7.041355e+05 3.086967e+08
6.792525e+05 3.117837e+08
6.552488e+05 3.149015e+08
6.320934e+05 3.180506e+08
6.097562e+05 3.212311e+08
5.988854e+05 3.244434e+08
5.777218e+05 3.276878e+08
5.573060e+05 3.309647e+08
5.376117e+05 3.342743e+08
5.186134e+05 3.376171e+08
5.002865e+05 3.409932e+08
4.913673e+05 3.444032e+08
4.740032e+05 3.478472e+08
4.572527e+05 3.513257e+08
4.491007e+05 3.548389e+08
4.332302e+05 3.583873e+08
4.179206e+05 3.619712e+08
4.104698e+05 3.655909e+08
3.959645e+05 3.692468e+08
3.819718e+05 3.729393e+08
3.751619e+05 3.766687e+08
3.619043e+05 3.804354e+08
3.554522e+05 3.842397e+08
3.428911e+05 3.880821e+08
3.367780e+05 3.919629e+08
3.248768e+05 3.958826e+08
3.190849e+05 3.998414e+08
3.133962e+05 4.038398e+08
3.023213e+05 4.078782e+08
2.969315e+05 4.119570e+08
2.864384e+05 4.160766e+08
2.813318e+05 4.202373e+08
2.763161e+05 4.244397e+08
2.665516e+05 4.286841e+08
2.617995e+05 4.329709e+08
2.571321e+05 4.373007e+08
2.525479e+05 4.416737e+08
2.436233e+05 4.460904e+08
2.392799e+05 4.505513e+08
2.350140e+05 4.550568e+08
2.308242e+05 4.596074e+08
2.267090e+05 4.642035e+08
2.226672e+05 4.688455e+08
2.147985e+05 4.735339e+08
2.109691e+05 4.782693e+08
2.072079e+05 4.830520e+08
2.035137e+05 4.878825e+08
1.998855e+05 4.927613e+08
1.963219e+05 4.976889e+08
1.928219e+05 5.026658e+08
1.893842e+05 5.076925e+08
1.860078e+05 5.127694e+08
1.826917e+05 5.178971e+08
1.794346e+05 5.230761e+08
1.762356e+05 5.283068e+08
1.762356e+05 5.335899e+08
1.730937e+05 5.389258e+08
1.700078e+05 5.443151e+08
1.669768e+05 5.497582e+08
1.640000e+05 5.552558e+08
1.610762e+05 5.608083e+08
1.582045e+05 5.664164e+08
1.582045e+05 5.720806e+08
1.553840e+05 5.778014e+08
1.526138e+05 5.835794e+08
1.498930e+05 5.894152e+08
1.498930e+05 5.953094e+08
1.472207e+05 6.012625e+08
1.445960e+05 6.072751e+08
1.445960e+05 6.133478e+08
1.420181e+05 6.194813e+08
1.394862e+05 6.256761e+08
1.394862e+05 6.319329e+08
1.369994e+05 6.382522e+08
1.345570e+05 6.446347e+08
1.345570e+05 6.510811e+08
1.321581e+05 6.575919e+08
1.321581e+05 6.641678e+08
1.298020e+05 6.708095e+08
1.298020e+05 6.775176e+08
1.274878e+05 6.842928e+08
1.274878e+05 6.911357e+08
1.252150e+05 6.980470e+08
1.252150e+05 7.050275e+08
1.229826e+05 7.120778e+08
1.229826e+05 7.191986e+08
1.207901e+05 7.263906e+08
1.207901e+05 7.336545e+08
1.186366e+05 7.409910e+08
1.186366e+05 7.484009e+08
1.186366e+05 7.558849e+08
1.165215e+05 7.634438e+08
1.165215e+05 7.710782e+08
1.165215e+05 7.787890e+08
1.144442e+05 7.865769e+08
1.144442e+05 7.944427e+08
1.144442e+05 8.023871e+08
1.124039e+05 8.104109e+08
1.124039e+05 8.185151e+08
1.124039e+05 8.267002e+08
1.103999e+05 8.349672e+08
1.103999e+05 8.433169e+08
1.103999e+05 8.517501e+08
1.103999e+05 8.602676e+08
1.084317e+05 8.688702e+08
1.084317e+05 8.775589e+08
1.084317e+05 8.863345e+08
1.084317e+05 8.951979e+08
1.084317e+05 9.041498e+08
1.064986e+05 9.131913e+08
1.064986e+05 9.223233e+08
1.064986e+05 9.315465e+08
1.064986e+05 9.408620e+08
1.064986e+05 9.502706e+08
1.064986e+05 9.597733e+08
1.064986e+05 9.693710e+08
1.045999e+05 9.790647e+08
1.045999e+05 9.888554e+08
1.045999e+05 9.987439e+08
1.045999e+05 1.008731e+09
1.045999e+05 1.018819e+09
1.045999e+05 1.029007e+09
1.045999e+05 1.039297e+09
1.045999e+05 1.049690e+09
1.045999e+05 1.060187e+09
1.045999e+05 1.070789e+09
1.045999e+05 1.081497e+09
1.045999e+05 1.092312e+09
