     0 +2.000000e-03 +7.681908e-01 +0.000000e+00 +0.000000e+00 -1.954667e+01 +0.000000e+00 +0.000000e+00 -6.598739e+04 +0.000000e+00 +0.000000e+00 +2.415885e+03 +2.000000e+00 +6.853118e-03 +1.167352e+00 +3.678236e+01 +1.128114e+03 -2.635971e+01 +0.000000e+00 +9.800448e-01 +1.000000e+00     25 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
     1 +2.000000e-03 +7.718862e-01 +0.000000e+00 +0.000000e+00 -1.953912e+01 +0.000000e+00 +0.000000e+00 +1.372116e+04 +0.000000e+00 +0.000000e+00 +2.132746e+03 +2.000000e+00 +1.193295e-02 +6.704127e-01 +3.455882e+01 +5.719156e+02 +9.073292e+00 +0.000000e+00 +9.690685e-01 +1.000000e+00     15 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
     2 +2.000000e-03 +7.739647e-01 +0.000000e+00 +0.000000e+00 -1.954842e+01 +0.000000e+00 +0.000000e+00 -1.544801e+04 +0.000000e+00 +0.000000e+00 +2.060511e+03 +2.000000e+00 +1.290625e-02 +6.198547e-01 +3.396876e+01 +5.108826e+02 +4.338626e+00 +0.000000e+00 +9.428061e-01 +1.000000e+00     13 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
     3 +2.000000e-03 +7.784360e-01 +0.000000e+00 +0.000000e+00 -1.953338e+01 +0.000000e+00 +0.000000e+00 -4.184358e+03 +0.000000e+00 +0.000000e+00 +2.038509e+03 +2.000000e+00 +1.356944e-02 +5.895600e-01 +3.378699e+01 +4.807274e+02 +3.227839e+00 +0.000000e+00 +9.283850e-01 +1.000000e+00      8 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
     4 +2.000000e-03 +7.813480e-01 +0.000000e+00 +0.000000e+00 -1.954082e+01 +0.000000e+00 +0.000000e+00 +1.365791e+01 +0.000000e+00 +0.000000e+00 +2.021410e+03 +2.000000e+00 +1.368645e-02 +5.845198e-01 +3.364501e+01 +4.726204e+02 +1.454619e+00 +0.000000e+00 +8.554338e-01 +1.000000e+00      8 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
     5 +2.000000e-03 +7.847298e-01 +0.000000e+00 +0.000000e+00 -1.954037e+01 +0.000000e+00 +0.000000e+00 +3.731102e+01 +0.000000e+00 +0.000000e+00 +2.009377e+03 +2.000000e+00 +1.383814e-02 +5.781125e-01 +3.354474e+01 +4.646576e+02 +1.074367e+00 +0.000000e+00 +8.159078e-01 +1.000000e+00      8 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
     6 +2.000000e-03 +7.886656e-01 +0.000000e+00 +0.000000e+00 -1.953556e+01 +0.000000e+00 +0.000000e+00 +6.023545e+00 +0.000000e+00 +0.000000e+00 +2.009736e+03 +2.000000e+00 +1.386554e-02 +5.769698e-01 +3.354776e+01 +4.638227e+02 +1.829176e-01 +0.000000e+00 +4.305280e-01 +1.000000e+00      8 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
     7 +2.000000e-03 +7.916629e-01 +0.000000e+00 +0.000000e+00 -1.954043e+01 +0.000000e+00 +0.000000e+00 -9.137186e-02 +0.000000e+00 +0.000000e+00 +2.003768e+03 +2.000000e+00 +1.387722e-02 +5.764843e-01 +3.349791e+01 +4.620563e+02 -7.593631e-03 +0.000000e+00 +3.049879e-02 +1.000000e+00      8 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
     8 +2.000000e-03 +7.953600e-01 +0.000000e+00 +0.000000e+00 -1.953828e+01 +0.000000e+00 +0.000000e+00 +3.801865e-02 +0.000000e+00 +0.000000e+00 +2.002832e+03 +2.000000e+00 +1.389186e-02 +5.758770e-01 +3.349009e+01 +4.613540e+02 -5.101047e-04 +0.000000e+00 +2.111472e-03 +1.000000e+00      8 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
     9 +2.000000e-03 +7.989110e-01 +0.000000e+00 +0.000000e+00 -1.953755e+01 +0.000000e+00 +0.000000e+00 +2.476873e-01 +0.000000e+00 +0.000000e+00 +2.004878e+03 +2.000000e+00 +1.387922e-02 +5.764011e-01 +3.350719e+01 +4.622456e+02 +1.055411e-02 +0.000000e+00 +4.188573e-02 +1.000000e+00      8 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
    10 +2.000000e-03 +8.021514e-01 +0.000000e+00 +0.000000e+00 -1.953960e+01 +0.000000e+00 +0.000000e+00 +2.491298e-01 +0.000000e+00 +0.000000e+00 +2.002326e+03 +2.000000e+00 +1.388503e-02 +5.761599e-01 +3.348585e+01 +4.614640e+02 +1.041938e-02 +0.000000e+00 +4.141504e-02 +1.000000e+00      8 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
    11 +2.000000e-03 +8.058415e-01 +0.000000e+00 +0.000000e+00 -1.953796e+01 +0.000000e+00 +0.000000e+00 +2.483478e-01 +0.000000e+00 +0.000000e+00 +2.003734e+03 +2.000000e+00 +1.388500e-02 +5.761615e-01 +3.349763e+01 +4.617898e+02 +1.404557e-02 +0.000000e+00 +5.501677e-02 +1.000000e+00      8 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
    12 +2.000000e-03 +8.092264e-01 +0.000000e+00 +0.000000e+00 -1.953863e+01 +0.000000e+00 +0.000000e+00 +2.656715e-01 +0.000000e+00 +0.000000e+00 +2.004004e+03 +2.000000e+00 +1.387798e-02 +5.764526e-01 +3.349989e+01 +4.620855e+02 +1.763230e-02 +0.000000e+00 +6.807286e-02 +1.000000e+00      8 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
    13 +2.000000e-03 +8.126518e-01 +0.000000e+00 +0.000000e+00 -1.953908e+01 +0.000000e+00 +0.000000e+00 +2.003157e-01 +0.000000e+00 +0.000000e+00 +2.003138e+03 +2.000000e+00 +1.388557e-02 +5.761375e-01 +3.349265e+01 +4.616332e+02 +1.410274e-02 +0.000000e+00 +5.523830e-02 +1.000000e+00      8 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
    14 +2.000000e-03 +8.162486e-01 +0.000000e+00 +0.000000e+00 -1.953826e+01 +0.000000e+00 +0.000000e+00 +2.522415e-01 +0.000000e+00 +0.000000e+00 +2.004195e+03 +2.000000e+00 +1.388322e-02 +5.762350e-01 +3.350148e+01 +4.619549e+02 +1.553282e-02 +0.000000e+00 +6.047621e-02 +1.000000e+00      8 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
    15 +2.000000e-03 +8.196123e-01 +0.000000e+00 +0.000000e+00 -1.953907e+01 +0.000000e+00 +0.000000e+00 +2.009136e-01 +0.000000e+00 +0.000000e+00 +2.003808e+03 +2.000000e+00 +1.388223e-02 +5.762761e-01 +3.349824e+01 +4.618986e+02 +1.528667e-02 +0.000000e+00 +5.957632e-02 +1.000000e+00      8 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
    16 +2.000000e-03 +8.231284e-01 +0.000000e+00 +0.000000e+00 -1.953882e+01 +0.000000e+00 +0.000000e+00 +1.762332e-01 +0.000000e+00 +0.000000e+00 +2.003830e+03 +2.000000e+00 +1.388687e-02 +5.760839e-01 +3.349843e+01 +4.617497e+02 +1.328833e-02 +0.000000e+00 +5.221096e-02 +1.000000e+00      7 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00
