     0 +1.250000e-03 +9.578429e-01 +0.000000e+00 +0.000000e+00 -6.745062e-01 +0.000000e+00 +0.000000e+00 +2.803712e-02 +0.000000e+00 +0.000000e+00 +2.444760e+00 +2.000000e+00 +6.795056e-03 +4.768717e-01 +1.170071e+00 +4.663347e-01 +3.269375e-02 +0.000000e+00 +6.506974e-01      5
     1 +1.250000e-03 +9.604261e-01 +0.000000e+00 +0.000000e+00 -6.746025e-01 +0.000000e+00 +0.000000e+00 +2.962545e-02 +0.000000e+00 +0.000000e+00 +2.018276e+00 +2.000000e+00 +6.420663e-03 +5.046784e-01 +1.063125e+00 +4.074322e-01 +3.291027e-02 +0.000000e+00 +6.675132e-01      5
     2 +1.250000e-03 +9.628123e-01 +0.000000e+00 +0.000000e+00 -6.746700e-01 +0.000000e+00 +0.000000e+00 +2.947787e-02 +0.000000e+00 +0.000000e+00 +1.931981e+00 +2.000000e+00 +6.134566e-03 +5.282151e-01 +1.040149e+00 +4.082007e-01 +3.346594e-02 +0.000000e+00 +6.674440e-01      5
     3 +1.250000e-03 +9.651500e-01 +0.000000e+00 +0.000000e+00 -6.747602e-01 +0.000000e+00 +0.000000e+00 +3.323851e-02 +0.000000e+00 +0.000000e+00 +1.929495e+00 +2.000000e+00 +6.001295e-03 +5.399451e-01 +1.039479e+00 +4.167286e-01 +3.367530e-02 +0.000000e+00 +6.606388e-01      5
     4 +1.250000e-03 +9.674455e-01 +0.000000e+00 +0.000000e+00 -6.748275e-01 +0.000000e+00 +0.000000e+00 +3.431300e-02 +0.000000e+00 +0.000000e+00 +1.952322e+00 +2.000000e+00 +5.948518e-03 +5.447357e-01 +1.045610e+00 +4.253998e-01 +3.315194e-02 +0.000000e+00 +6.531054e-01      5
     5 +1.250000e-03 +9.697450e-01 +0.000000e+00 +0.000000e+00 -6.749113e-01 +0.000000e+00 +0.000000e+00 +3.639309e-02 +0.000000e+00 +0.000000e+00 +1.959776e+00 +2.000000e+00 +5.934039e-03 +5.460648e-01 +1.047604e+00 +4.280659e-01 +3.313939e-02 +0.000000e+00 +6.509941e-01      5
     6 +1.250000e-03 +9.720350e-01 +0.000000e+00 +0.000000e+00 -6.749806e-01 +0.000000e+00 +0.000000e+00 +3.379652e-02 +0.000000e+00 +0.000000e+00 +1.961441e+00 +2.000000e+00 +5.928198e-03 +5.466029e-01 +1.048049e+00 +4.288516e-01 +3.295766e-02 +0.000000e+00 +6.496277e-01      5
     7 +1.250000e-03 +9.743289e-01 +0.000000e+00 +0.000000e+00 -6.750608e-01 +0.000000e+00 +0.000000e+00 +3.633719e-02 +0.000000e+00 +0.000000e+00 +1.962075e+00 +2.000000e+00 +5.927205e-03 +5.466945e-01 +1.048218e+00 +4.290621e-01 +3.321871e-02 +0.000000e+00 +6.510847e-01      5
     8 +1.250000e-03 +9.766195e-01 +0.000000e+00 +0.000000e+00 -6.751356e-01 +0.000000e+00 +0.000000e+00 +3.795391e-02 +0.000000e+00 +0.000000e+00 +1.962155e+00 +2.000000e+00 +5.926475e-03 +5.467618e-01 +1.048240e+00 +4.291325e-01 +3.121298e-02 +0.000000e+00 +6.368961e-01      5
     9 +1.250000e-03 +9.789121e-01 +0.000000e+00 +0.000000e+00 -6.752057e-01 +0.000000e+00 +0.000000e+00 +2.991643e-02 +0.000000e+00 +0.000000e+00 +1.961983e+00 +2.000000e+00 +5.926674e-03 +5.467434e-01 +1.048194e+00 +4.290805e-01 +2.852711e-02 +0.000000e+00 +6.157691e-01      5
