     0 +1.250000e-03 +9.367753e-01 +0.000000e+00 +0.000000e+00 -6.738838e-01 +0.000000e+00 +0.000000e+00 +1.356721e-02 +0.000000e+00 +0.000000e+00 +2.445412e+00 +2.000000e+00 +6.790478e-03 +4.771932e-01 +1.170227e+00 +4.667736e-01 +1.399462e-02 +0.000000e+00 +4.434370e-01      5
     1 +1.250000e-03 +9.393566e-01 +0.000000e+00 +0.000000e+00 -6.739208e-01 +0.000000e+00 +0.000000e+00 +1.447335e-02 +0.000000e+00 +0.000000e+00 +2.018839e+00 +2.000000e+00 +6.416207e-03 +5.050289e-01 +1.063273e+00 +4.078289e-01 +1.470124e-02 +0.000000e+00 +4.725974e-01      5
     2 +1.250000e-03 +9.417413e-01 +0.000000e+00 +0.000000e+00 -6.739565e-01 +0.000000e+00 +0.000000e+00 +1.538257e-02 +0.000000e+00 +0.000000e+00 +1.932544e+00 +2.000000e+00 +6.130169e-03 +5.285939e-01 +1.040300e+00 +4.086125e-01 +1.538814e-02 +0.000000e+00 +4.797233e-01      5
     3 +1.250000e-03 +9.440772e-01 +0.000000e+00 +0.000000e+00 -6.739932e-01 +0.000000e+00 +0.000000e+00 +1.636264e-02 +0.000000e+00 +0.000000e+00 +1.930078e+00 +2.000000e+00 +5.996820e-03 +5.403480e-01 +1.039636e+00 +4.171655e-01 +1.611551e-02 +0.000000e+00 +4.820750e-01      5
     4 +1.250000e-03 +9.463711e-01 +0.000000e+00 +0.000000e+00 -6.740310e-01 +0.000000e+00 +0.000000e+00 +1.738740e-02 +0.000000e+00 +0.000000e+00 +1.952931e+00 +2.000000e+00 +5.943911e-03 +5.451579e-01 +1.045773e+00 +4.258624e-01 +1.690317e-02 +0.000000e+00 +4.895467e-01      5
     5 +1.250000e-03 +9.486687e-01 +0.000000e+00 +0.000000e+00 -6.740707e-01 +0.000000e+00 +0.000000e+00 +1.850301e-02 +0.000000e+00 +0.000000e+00 +1.960411e+00 +2.000000e+00 +5.929247e-03 +5.465061e-01 +1.047774e+00 +4.285506e-01 +1.772705e-02 +0.000000e+00 +4.992044e-01      5
     6 +1.250000e-03 +9.509569e-01 +0.000000e+00 +0.000000e+00 -6.741122e-01 +0.000000e+00 +0.000000e+00 +1.977757e-02 +0.000000e+00 +0.000000e+00 +1.962098e+00 +2.000000e+00 +5.923240e-03 +5.470604e-01 +1.048225e+00 +4.293544e-01 +1.857920e-02 +0.000000e+00 +5.108027e-01      5
     7 +1.250000e-03 +9.532487e-01 +0.000000e+00 +0.000000e+00 -6.741558e-01 +0.000000e+00 +0.000000e+00 +2.099180e-02 +0.000000e+00 +0.000000e+00 +1.962753e+00 +2.000000e+00 +5.922086e-03 +5.471670e-01 +1.048400e+00 +4.295815e-01 +1.949147e-02 +0.000000e+00 +5.223947e-01      5
     8 +1.250000e-03 +9.555374e-01 +0.000000e+00 +0.000000e+00 -6.742013e-01 +0.000000e+00 +0.000000e+00 +2.211762e-02 +0.000000e+00 +0.000000e+00 +1.962851e+00 +2.000000e+00 +5.921218e-03 +5.472472e-01 +1.048426e+00 +4.296660e-01 +2.060069e-02 +0.000000e+00 +5.362740e-01      5
     9 +1.250000e-03 +9.578279e-01 +0.000000e+00 +0.000000e+00 -6.742500e-01 +0.000000e+00 +0.000000e+00 +2.288895e-02 +0.000000e+00 +0.000000e+00 +1.962691e+00 +2.000000e+00 +5.921333e-03 +5.472366e-01 +1.048383e+00 +4.296225e-01 +2.189483e-02 +0.000000e+00 +5.513042e-01      5
