     0 +1.250000e-03 +9.322043e-01 +0.000000e+00 +0.000000e+00 -6.744158e-01 +0.000000e+00 +0.000000e+00 +6.034724e-03 +0.000000e+00 +0.000000e+00 +2.220362e+00 +1.000000e+00 +1.000000e+00 +6.652871e-03 +4.870634e-01 +1.115080e+00 +4.325828e-01 -5.034947e-02 +0.000000e+00 +6.496270e-01 +9.939099e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +1.256913e+03 -1.702326e-01
     1 +1.250000e-03 +9.347446e-01 +0.000000e+00 +0.000000e+00 -6.744740e-01 +0.000000e+00 +0.000000e+00 +7.949346e-03 +0.000000e+00 +0.000000e+00 +2.147331e+00 +1.000000e+00 +1.000000e+00 +6.473734e-03 +5.005411e-01 +1.096588e+00 +4.299310e-01 +1.331726e-02 +0.000000e+00 +3.267107e-01 +9.959064e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +1.677611e+00 +8.709489e-02
     2 +1.250000e-03 +9.372139e-01 +0.000000e+00 +0.000000e+00 -6.743778e-01 +0.000000e+00 +0.000000e+00 +2.493381e-02 +0.000000e+00 +0.000000e+00 +2.078502e+00 +1.000000e+00 +1.000000e+00 +6.303558e-03 +5.140541e-01 +1.078870e+00 +4.273851e-01 +8.106928e-02 +0.000000e+00 +7.451277e-01 +9.973480e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +1.305571e+03 +2.964539e-01
     3 +1.250000e-03 +9.396198e-01 +0.000000e+00 +0.000000e+00 -6.740666e-01 +0.000000e+00 +0.000000e+00 +1.879050e-02 +0.000000e+00 +0.000000e+00 +2.021279e+00 +1.000000e+00 +1.000000e+00 +6.157888e-03 +5.262145e-01 +1.063916e+00 +4.254506e-01 +1.175576e-01 +0.000000e+00 +8.076785e-01 +9.982692e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +2.166362e+03 +4.143934e-01
     4 +1.250000e-03 +9.419738e-01 +0.000000e+00 +0.000000e+00 -6.737615e-01 +0.000000e+00 +0.000000e+00 -2.329470e-03 +0.000000e+00 +0.000000e+00 +1.977336e+00 +1.000000e+00 +1.000000e+00 +6.047875e-03 +5.357866e-01 +1.052287e+00 +4.237720e-01 +9.896685e-02 +0.000000e+00 +7.783049e-01 +9.986481e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +4.457821e+03 +4.011704e-01
     5 +1.250000e-03 +9.442925e-01 +0.000000e+00 +0.000000e+00 -6.735758e-01 +0.000000e+00 +0.000000e+00 +1.406533e-03 +0.000000e+00 +0.000000e+00 +1.960978e+00 +1.000000e+00 +1.000000e+00 +5.977823e-03 +5.420653e-01 +1.047926e+00 +4.251913e-01 +5.764401e-02 +0.000000e+00 +6.699192e-01 +9.974626e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +2.587485e+03 +9.063655e-02
     6 +1.250000e-03 +9.465928e-01 +0.000000e+00 +0.000000e+00 -6.735215e-01 +0.000000e+00 +0.000000e+00 +3.040608e-02 +0.000000e+00 +0.000000e+00 +1.958190e+00 +1.000000e+00 +1.000000e+00 +5.940315e-03 +5.454879e-01 +1.047180e+00 +4.272676e-01 +3.332038e-02 +0.000000e+00 +5.384538e-01 +9.957681e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +7.046977e+02 +6.269107e-02
     7 +1.250000e-03 +9.488843e-01 +0.000000e+00 +0.000000e+00 -6.734175e-01 +0.000000e+00 +0.000000e+00 -2.173337e-03 +0.000000e+00 +0.000000e+00 +1.958279e+00 +1.000000e+00 +1.000000e+00 +5.922706e-03 +5.471097e-01 +1.047204e+00 +4.285573e-01 +1.154235e-02 +0.000000e+00 +2.872008e-01 +9.947669e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +2.687786e+02 +1.217839e-02
     8 +1.250000e-03 +9.511722e-01 +0.000000e+00 +0.000000e+00 -6.734703e-01 +0.000000e+00 +0.000000e+00 -1.363635e-03 +0.000000e+00 +0.000000e+00 +1.959771e+00 +1.000000e+00 +1.000000e+00 +5.915705e-03 +5.477572e-01 +1.047603e+00 +4.293915e-01 -5.833721e-03 +0.000000e+00 +1.689693e-01 +9.942105e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +7.446419e+00 +6.777884e-04
     9 +1.250000e-03 +9.534589e-01 +0.000000e+00 +0.000000e+00 -6.734616e-01 +0.000000e+00 +0.000000e+00 +2.311861e-02 +0.000000e+00 +0.000000e+00 +1.961112e+00 +1.000000e+00 +1.000000e+00 +5.913863e-03 +5.479278e-01 +1.047961e+00 +4.298190e-01 -1.056203e-02 +0.000000e+00 +2.689430e-01 +9.938743e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +8.264082e+01 +9.552213e-04
    10 +1.250000e-03 +9.557458e-01 +0.000000e+00 +0.000000e+00 -6.735104e-01 +0.000000e+00 +0.000000e+00 +1.349631e-02 +0.000000e+00 +0.000000e+00 +1.962013e+00 +1.000000e+00 +1.000000e+00 +5.913993e-03 +5.479158e-01 +1.048202e+00 +4.300070e-01 -1.619917e-02 +0.000000e+00 +3.606588e-01 +9.937149e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +1.056969e+02 +7.798753e-03
    11 +1.250000e-03 +9.580329e-01 +0.000000e+00 +0.000000e+00 -6.735445e-01 +0.000000e+00 +0.000000e+00 +1.064230e-02 +0.000000e+00 +0.000000e+00 +1.962310e+00 +1.000000e+00 +1.000000e+00 +5.914543e-03 +5.478648e-01 +1.048281e+00 +4.300322e-01 -1.677394e-02 +0.000000e+00 +3.687410e-01 +9.936947e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +3.533774e+01 +1.210677e-02
    12 +1.250000e-03 +9.603202e-01 +0.000000e+00 +0.000000e+00 -6.735864e-01 +0.000000e+00 +0.000000e+00 +1.488528e-02 +0.000000e+00 +0.000000e+00 +1.962459e+00 +1.000000e+00 +1.000000e+00 +5.915111e-03 +5.478122e-01 +1.048321e+00 +4.300237e-01 -1.611743e-02 +0.000000e+00 +3.595105e-01 +9.936843e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +1.876159e+01 +1.255211e-02
    13 +1.250000e-03 +9.626077e-01 +0.000000e+00 +0.000000e+00 -6.736175e-01 +0.000000e+00 +0.000000e+00 +1.766876e-02 +0.000000e+00 +0.000000e+00 +1.962507e+00 +1.000000e+00 +1.000000e+00 +5.915611e-03 +5.477659e-01 +1.048334e+00 +4.299978e-01 -1.655526e-02 +0.000000e+00 +3.657220e-01 +9.936911e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +3.716527e+00 +1.293883e-02
    14 +1.250000e-03 +9.648954e-01 +0.000000e+00 +0.000000e+00 -6.736603e-01 +0.000000e+00 +0.000000e+00 +1.901121e-02 +0.000000e+00 +0.000000e+00 +1.962548e+00 +1.000000e+00 +1.000000e+00 +5.916059e-03 +5.477244e-01 +1.048345e+00 +4.299742e-01 -1.782429e-02 +0.000000e+00 +3.830339e-01 +9.936858e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +7.608674e+00 +1.391229e-02
    15 +1.250000e-03 +9.671832e-01 +0.000000e+00 +0.000000e+00 -6.737026e-01 +0.000000e+00 +0.000000e+00 +2.107686e-02 +0.000000e+00 +0.000000e+00 +1.962540e+00 +1.000000e+00 +1.000000e+00 +5.916451e-03 +5.476881e-01 +1.048343e+00 +4.299439e-01 -1.744303e-02 +0.000000e+00 +3.779534e-01 +9.936961e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +9.428993e-01 +1.368950e-02
    16 +1.250000e-03 +9.694712e-01 +0.000000e+00 +0.000000e+00 -6.737368e-01 +0.000000e+00 +0.000000e+00 +1.865187e-02 +0.000000e+00 +0.000000e+00 +1.962545e+00 +1.000000e+00 +1.000000e+00 +5.916825e-03 +5.476535e-01 +1.048344e+00 +4.299180e-01 -1.915323e-02 +0.000000e+00 +4.001954e-01 +9.936864e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +3.778738e+00 +1.499599e-02
    17 +1.250000e-03 +9.717594e-01 +0.000000e+00 +0.000000e+00 -6.737895e-01 +0.000000e+00 +0.000000e+00 +1.717135e-02 +0.000000e+00 +0.000000e+00 +1.962525e+00 +1.000000e+00 +1.000000e+00 +5.917162e-03 +5.476223e-01 +1.048339e+00 +4.298891e-01 -2.192356e-02 +0.000000e+00 +4.330302e-01 +9.937006e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +2.968664e-01 +1.720997e-02
    18 +1.250000e-03 +9.740476e-01 +0.000000e+00 +0.000000e+00 -6.738382e-01 +0.000000e+00 +0.000000e+00 +2.427925e-02 +0.000000e+00 +0.000000e+00 +1.962509e+00 +1.000000e+00 +1.000000e+00 +5.917525e-03 +5.475888e-01 +1.048334e+00 +4.298592e-01 -2.408978e-02 +0.000000e+00 +4.563099e-01 +9.936958e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +7.494870e-01 +1.891185e-02
    19 +1.250000e-03 +9.763361e-01 +0.000000e+00 +0.000000e+00 -6.738994e-01 +0.000000e+00 +0.000000e+00 +2.495427e-02 +0.000000e+00 +0.000000e+00 +1.962501e+00 +1.000000e+00 +1.000000e+00 +5.917913e-03 +5.475528e-01 +1.048332e+00 +4.298292e-01 -2.649999e-02 +0.000000e+00 +4.800649e-01 +9.936996e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +4.755721e+00 +2.074598e-02
    20 +1.250000e-03 +9.786246e-01 +0.000000e+00 +0.000000e+00 -6.739586e-01 +0.000000e+00 +0.000000e+00 +2.948257e-02 +0.000000e+00 +0.000000e+00 +1.962458e+00 +1.000000e+00 +1.000000e+00 +5.918336e-03 +5.475137e-01 +1.048321e+00 +4.297891e-01 -2.996914e-02 +0.000000e+00 +5.108291e-01 +9.936957e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +3.532419e+00 +2.355266e-02
    21 +1.250000e-03 +9.809134e-01 +0.000000e+00 +0.000000e+00 -6.740354e-01 +0.000000e+00 +0.000000e+00 +2.811759e-02 +0.000000e+00 +0.000000e+00 +1.962447e+00 +1.000000e+00 +1.000000e+00 +5.918783e-03 +5.474724e-01 +1.048318e+00 +4.297543e-01 -3.458239e-02 +0.000000e+00 +5.465096e-01 +9.936992e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +7.214091e+00 +2.704981e-02
    22 +1.250000e-03 +9.832023e-01 +0.000000e+00 +0.000000e+00 -6.741171e-01 +0.000000e+00 +0.000000e+00 +3.379594e-02 +0.000000e+00 +0.000000e+00 +1.962385e+00 +1.000000e+00 +1.000000e+00 +5.919262e-03 +5.474281e-01 +1.048301e+00 +4.297058e-01 -3.880728e-02 +0.000000e+00 +5.749162e-01 +9.936963e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +2.641652e+00 +3.047860e-02
    23 +1.250000e-03 +9.854914e-01 +0.000000e+00 +0.000000e+00 -6.742152e-01 +0.000000e+00 +0.000000e+00 +4.005940e-02 +0.000000e+00 +0.000000e+00 +1.962347e+00 +1.000000e+00 +1.000000e+00 +5.919784e-03 +5.473798e-01 +1.048291e+00 +4.296597e-01 -4.120642e-02 +0.000000e+00 +5.895298e-01 +9.937093e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +4.249342e+00 +3.226979e-02
    24 +1.250000e-03 +9.877807e-01 +0.000000e+00 +0.000000e+00 -6.743058e-01 +0.000000e+00 +0.000000e+00 +4.653670e-02 +0.000000e+00 +0.000000e+00 +1.962281e+00 +1.000000e+00 +1.000000e+00 +5.920390e-03 +5.473238e-01 +1.048273e+00 +4.296012e-01 -4.358238e-02 +0.000000e+00 +6.030525e-01 +9.936896e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +1.144144e+00 +3.417253e-02
    25 +1.250000e-03 +9.900703e-01 +0.000000e+00 +0.000000e+00 -6.744126e-01 +0.000000e+00 +0.000000e+00 +4.810192e-02 +0.000000e+00 +0.000000e+00 +1.962210e+00 +1.000000e+00 +1.000000e+00 +5.921030e-03 +5.472646e-01 +1.048255e+00 +4.295393e-01 -4.848998e-02 +0.000000e+00 +6.283233e-01 +9.937188e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +5.468189e-01 +3.802846e-02
    26 +1.250000e-03 +9.923600e-01 +0.000000e+00 +0.000000e+00 -6.745246e-01 +0.000000e+00 +0.000000e+00 +5.775264e-02 +0.000000e+00 +0.000000e+00 +1.962139e+00 +1.000000e+00 +1.000000e+00 +5.921779e-03 +5.471953e-01 +1.048236e+00 +4.294694e-01 -5.514554e-02 +0.000000e+00 +6.578649e-01 +9.936768e-01      5 +0.000000e+00 +0.000000e+00 +0.000000e+00 +4.070495e+00 +4.319918e-02
